video_id,question,answer,time,frames,Qtype
P03_02,What all does he throw?,I don't know,00:01:17.89-00:01:18.64,4673-4718,noun
P01_06,What all does he shake?,I don't know,00:05:41.98-00:05:43.47,20518-20608,noun
P02_01,What did he do with the cupboard?,I don't know,00:00:43.84-00:00:45.41,2630-2724,action
P03_02,What all does he pour-out?,I don't know,00:02:53.56-00:02:55.18,10413-10510,noun
P03_09,What all does he pour?,I don't know,00:00:33.80-00:00:34.55,2027-2073,noun
P01_02,What all does he drink?,I don't know,00:08:13.20-00:08:14.20,29592-29652,noun
P02_04,What did he do with the press?,I don't know,00:03:54.77-00:03:55.43,14086-14125,action
P03_09,What all does he pour-up?,I don't know,00:05:18.33-00:05:19.26,19099-19155,noun
P03_02,What did he do with the chocolate?,I don't know,00:03:16.16-00:03:17.41,11769-11844,action
P03_09,What did he do with the plate?,grab,00:06:26.29-00:06:27.70,23177-23262,action
P01_02,What all does he rinse?,I don't know,00:02:44.84-00:02:46.74,9890-10004,noun
P03_09,What all does he rinse?,I don't know,00:04:15.34-00:04:17.42,15320-15445,noun
P03_09,What all does he spread?,I don't know,00:05:00.34-00:05:05.57,18020-18334,noun
P02_01,What did he do with the drawer?,I don't know,00:00:43.84-00:00:45.41,2630-2724,action
P03_09,What all does he put?,plate,00:06:40.22-00:06:42.28,24013-24136,noun
P01_04,What all does he put?,I don't know,00:00:41.36-00:00:42.13,2481-2527,noun
P01_06,What all does he take?,I don't know,00:05:41.98-00:05:43.47,20518-20608,noun
P01_07,What did he do with the fry pan?,I don't know,00:01:50.61-00:01:52.48,6636-6748,action
P03_02,What all does he put-in?,I don't know,00:04:07.67-00:04:15.83,14860-15349,noun
P01_06,What did he do with the liquid?,I don't know,00:06:03.00-00:06:03.72,21780-21823,action
P01_06,What did he do with the glass?,put-down,00:00:22.01-00:00:23.44,1320-1406,action
P02_04,What did he do with the cupboard?,I don't know,00:03:34.08-00:03:35.14,12844-12908,action
P01_06,What all does he squeeze?,I don't know,00:02:50.98-00:02:52.27,10258-10336,noun
P01_02,What did he do with the fork?,put-down,00:04:59.67-00:05:00.45,17980-18027,action
P01_04,What all does he take-up?,I don't know,00:01:37.91-00:01:40.35,5874-6021,noun
P03_09,What did he do with the cheese?,I don't know,00:01:37.85-00:01:38.45,5871-5907,action
P01_07,What all does he take?,tong,00:00:14.87-00:00:16.50,892-990,noun
P03_09,What did he do with the bowl?,I don't know,00:00:10.26-00:00:11.21,615-672,action
P03_02,What all does he fill-up?,I don't know,00:04:54.93-00:05:02.21,17695-18132,noun
P02_04,What all does he open?,I don't know,00:05:29.01-00:05:31.41,19740-19884,noun
P02_01,What did he do with the cereal box?,I don't know,00:01:52.00-00:01:53.42,6720-6805,action
P03_09,What did he do with the sink?,I don't know,00:07:32.84-00:07:37.37,27170-27442,action
P01_02,What all does he empty?,I don't know,00:08:02.12-00:08:03.47,28927-29008,noun
P03_02,What did he do with the bag?,I don't know,00:01:01.69-00:01:02.63,3701-3757,action
P03_09,What all does he put-in?,I don't know,00:02:14.41-00:02:15.99,8064-8159,noun
P03_09,What all does he cut?,I don't know,00:05:57.60-00:05:58.79,21456-21527,noun
P02_04,What all does he pick?,I don't know,00:04:45.35-00:04:46.49,17121-17189,noun
P03_09,What all does he put-in?,I don't know,00:05:26.93-00:05:40.78,19615-20446,noun
P01_02,What all does he squeeze?,I don't know,00:00:18.38-00:00:19.13,1102-1147,noun
P02_04,What all does he pick-up?,I don't know,00:04:40.20-00:04:44.56,16812-17073,noun
P03_09,What did he do with the water?,I don't know,00:04:25.23-00:04:28.04,15913-16082,action
P01_06,What did he do with the cloth?,I don't know,00:01:09.10-00:01:10.12,4146-4207,action
P01_06,What did he do with the saucepan?,wash,00:02:54.76-00:03:13.15,10485-11589,action
P03_09,What all does he put?,I don't know,00:00:15.98-00:00:21.50,958-1290,noun
P01_04,What all does he pull-down?,I don't know,00:00:18.91-00:00:20.16,1134-1209,noun
P03_09,What did he do with the bottle?,I don't know,00:05:00.34-00:05:05.57,18020-18334,action
P02_04,What all does he remove?,I don't know,00:04:58.39-00:04:59.40,17903-17964,noun
P01_06,What all does he dry?,I don't know,00:01:02.00-00:01:04.50,3720-3870,noun
P01_06,What did he do with the bottle?,I don't know,00:04:59.91-00:05:08.63,17994-18517,action
P03_02,What did he do with the kitchen towel?,I don't know,00:02:50.95-00:02:52.30,10257-10338,action
P03_09,What did he do with the excess butter?,I don't know,00:08:04.01-00:08:05.01,29040-29100,action
P01_02,What did he do with the container?,I don't know,00:03:22.42-00:03:30.66,12145-12639,action
P01_02,What did he do with the bin?,I don't know,00:04:51.32-00:04:55.41,17479-17724,action
P01_02,What all does he throw?,I don't know,00:08:13.80-00:08:19.25,29628-29955,noun
P01_02,What did he do with the water?,I don't know,00:00:24.53-00:00:25.87,1471-1552,action
P03_09,What all does he put-in?,I don't know,00:03:43.28-00:03:57.92,13396-14275,noun
P03_09,What all does he cut?,I don't know,00:03:43.28-00:03:57.92,13396-14275,noun
P03_09,What all does he put?,I don't know,00:00:15.77-00:00:16.72,946-1003,noun
P02_04,What all does he pick-up?,I don't know,00:01:25.99-00:01:29.00,5159-5340,noun
P03_09,What all does he put-in?,I don't know,00:01:13.12-00:01:15.19,4387-4511,noun
P03_09,What did he do with the saucepan?,I don't know,00:02:16.16-00:02:17.59,8169-8255,action
P03_02,What did he do with the chocolate?,I don't know,00:01:46.56-00:01:47.17,6393-6430,action
P02_04,What did he do with the mesh?,I don't know,00:02:53.22-00:02:56.22,10393-10573,action
P03_09,What all does he put-up?,I don't know,00:08:04.01-00:08:05.01,29040-29100,noun
P03_09,What all does he clean?,I don't know,00:03:01.15-00:03:04.65,10869-11079,noun
P01_06,What all does he open?,I don't know,00:03:26.82-00:03:27.33,12409-12439,noun
P01_03,What did he do with the door?,I don't know,00:00:24.93-00:00:25.87,1495-1552,action
P02_04,What did he do with the knife?,I don't know,00:00:16.30-00:00:18.54,978-1112,action
P01_02,What did he do with the hand?,I don't know,00:07:48.46-00:07:50.99,28107-28259,action
P03_02,What did he do with the sponge?,I don't know,00:01:09.56-00:01:10.55,4173-4233,action
P03_02,What did he do with the water?,I don't know,00:02:48.55-00:02:49.38,10113-10162,action
P03_02,What all does he fill-up?,I don't know,00:00:07.21-00:00:09.46,432-567,noun
P03_02,What all does he shake?,I don't know,00:01:46.56-00:01:47.17,6393-6430,noun
P03_02,What all does he squeeze?,I don't know,00:02:40.31-00:02:41.34,9618-9680,noun
P03_02,What did he do with the bag?,I don't know,00:02:32.24-00:02:34.20,9134-9252,action
P01_06,What did he do with the hand?,I don't know,00:02:24.77-00:02:27.50,8686-8850,action
P02_04,What did he do with the pot?,I don't know,00:00:16.30-00:00:18.54,978-1112,action
P03_02,What did he do with the cupboard?,I don't know,00:02:34.92-00:02:37.40,9295-9444,action
P01_02,What all does he adjust?,I don't know,00:02:50.83-00:02:51.46,10249-10287,noun
P01_06,What did he do with the bin?,I don't know,00:02:04.49-00:02:05.39,7469-7523,action
P02_01,What all does he hold?,I don't know,00:01:50.49-00:01:51.08,6629-6664,noun
P03_09,What all does he grab?,I don't know,00:00:52.94-00:00:53.84,3176-3230,noun
P03_09,What did he do with the cupboard?,I don't know,00:03:30.00-00:03:30.85,12600-12651,action
P01_02,What all does he put?,I don't know,00:04:13.77-00:04:21.44,15226-15686,noun
P01_06,What did he do with the bin?,I don't know,00:01:10.82-00:01:13.12,4249-4387,action
P03_09,What all does he pour-up?,I don't know,00:00:39.33-00:00:41.11,2359-2466,noun
P01_02,What did he do with the cloth?,I don't know,00:06:59.32-00:07:04.40,25159-25464,action
P03_09,What did he do with the cheese?,I don't know,00:02:49.98-00:02:50.49,10198-10229,action
P03_09,What did he do with the cheese?,put,00:03:09.11-00:03:11.30,11346-11478,action
P03_02,What did he do with the plate?,I don't know,00:00:06.36-00:00:07.18,381-430,action
P01_06,What all does he hold?,I don't know,00:01:48.53-00:01:49.73,6511-6583,noun
P01_02,What all does he rinse?,I don't know,00:07:43.80-00:07:45.80,27828-27948,noun
P01_07,What did he do with the bag?,I don't know,00:02:03.65-00:02:05.26,7419-7515,action
P03_09,What did he do with the cutlery?,I don't know,00:01:28.98-00:01:33.73,5338-5623,action
P03_09,What all does he close?,I don't know,00:01:44.73-00:01:45.98,6283-6358,noun
P01_07,What did he do with the fridge?,I don't know,00:02:02.65-00:02:03.83,7359-7429,action
P03_09,What did he do with the bowl?,I don't know,00:07:49.70-00:07:56.32,28182-28579,action
P01_07,What all does he take?,glass,00:01:31.03-00:01:31.87,5461-5512,noun
P03_09,What did he do with the sandwich?,I don't know,00:07:49.70-00:07:56.32,28182-28579,action
P01_06,What did he do with the tablecloth?,I don't know,00:07:49.58-00:07:53.21,28174-28392,action
P03_09,What all does he move?,I don't know,00:00:33.80-00:00:34.55,2027-2073,noun
P02_04,What did he do with the wooden spoon?,I don't know,00:00:18.03-00:00:32.53,1081-1951,action
P03_02,What all does he fill?,I don't know,00:02:31.10-00:02:32.23,9066-9133,noun
P02_04,What did he do with the broccoli?,I don't know,00:01:25.78-00:01:26.59,5146-5195,action
P01_06,What all does he close?,I don't know,00:06:03.00-00:06:03.72,21780-21823,noun
P02_04,What did he do with the liquid?,I don't know,00:00:09.77-00:00:10.52,586-631,action
P02_01,What all does he pick?,I don't know,00:01:16.95-00:01:17.87,4617-4672,noun
P02_01,What did he do with the water?,I don't know,00:01:36.89-00:01:38.99,5813-5939,action
P03_09,What all does he spread?,I don't know,00:03:32.17-00:03:33.83,12730-12829,noun
P01_02,What did he do with the sponge?,I don't know,00:00:18.38-00:00:19.13,1102-1147,action
P02_04,What did he do with the jar?,I don't know,00:01:25.78-00:01:26.59,5146-5195,action
P03_02,What all does he rinse?,I don't know,00:00:06.49-00:00:07.18,389-430,noun
P03_09,What all does he put?,I don't know,00:00:55.16-00:00:56.21,3309-3372,noun
P01_06,What did he do with the fruit?,I don't know,00:05:38.64-00:05:39.99,20318-20399,action
P03_02,What all does he put-down?,I don't know,00:01:30.27-00:01:32.26,5416-5535,noun
P01_02,What did he do with the sponge?,I don't know,00:07:10.47-00:07:20.76,25828-26445,action
P03_02,What did he do with the rubbish?,I don't know,00:01:25.75-00:01:27.03,5145-5221,action
P02_04,What did he do with the trash bin?,I don't know,00:01:01.17-00:01:04.00,3670-3840,action
P01_03,What all does he take?,spoon,00:01:18.34-00:01:19.35,4700-4761,noun
P03_02,What did he do with the cupboard?,I don't know,00:02:30.67-00:02:32.00,9040-9120,action
P03_02,What did he do with the bag?,I don't know,00:06:39.89-00:06:43.03,23993-24181,action
P02_04,What did he do with the cupboard?,I don't know,00:02:34.08-00:02:34.97,9244-9298,action
P03_09,What all does he fill?,I don't know,00:02:49.98-00:02:50.49,10198-10229,noun
P02_04,What all does he empty?,I don't know,00:05:09.03-00:05:11.02,18541-18661,noun
P02_01,Where did he return the bag?,I don't know,00:00:06.16-00:00:07.59,369-455,interaction2
P03_09,What did he do with the side?,I don't know,00:00:23.56-00:00:25.30,1413-1518,action
P01_07,What did he do with the bag?,I don't know,00:01:03.08-00:01:03.96,3784-3837,action
P03_09,What did he do with the sink?,I don't know,00:03:41.28-00:03:42.18,13276-13330,action
P03_09,What all does he get?,I don't know,00:04:15.34-00:04:17.42,15320-15445,noun
P01_02,What did he do with the eating board?,I don't know,00:00:26.26-00:00:27.30,1575-1638,action
P01_07,What all does he unfold?,I don't know,00:01:25.55-00:01:28.94,5133-5336,noun
P03_09,What all does he close?,I don't know,00:05:57.60-00:05:58.79,21456-21527,noun
P01_06,What all does he hang?,I don't know,00:04:45.58-00:04:47.29,17134-17237,noun
P01_02,What did he do with the leftover?,I don't know,00:00:26.26-00:00:27.30,1575-1638,action
P02_04,What did he do with the spoon?,I don't know,00:00:17.06-00:00:34.43,1023-2065,action
P03_09,Where did he put the bowl?,I don't know,00:03:20.40-00:03:23.08,12024-12184,interaction2
P03_02,What all does he shake?,I don't know,00:01:32.55-00:01:34.75,5553-5685,noun
P01_03,What did he do with the door?,I don't know,00:01:25.24-00:01:27.39,5114-5243,action
P02_01,What all does he do?,I don't know,00:00:06.16-00:00:07.59,369-455,noun
P02_04,What all does he empty?,I don't know,00:06:57.82-00:07:00.64,25069-25238,noun
P01_02,What all does he rinse?,I don't know,00:01:20.12-00:01:22.00,4807-4920,noun
P01_06,What did he do with the cutting board?,I don't know,00:03:13.23-00:03:14.26,11593-11655,action
P02_01,What all does he stir?,I don't know,00:00:23.69-00:00:26.07,1421-1564,noun
P02_04,What did he do with the lid?,I don't know,00:00:10.62-00:00:11.85,637-711,action
P01_06,What did he do with the colander?,I don't know,00:07:25.69-00:07:26.79,26741-26807,action
P02_04,What all does he shake?,I don't know,00:04:28.77-00:04:30.64,16126-16238,noun
P03_02,What all does he clean?,I don't know,00:02:13.67-00:02:14.47,8020-8068,noun
P03_02,What all does he empty?,I don't know,00:00:57.00-00:00:58.07,3420-3484,noun
P02_04,What did he do with the broccoli?,I don't know,00:02:59.43-00:03:00.16,10765-10809,action
P01_02,What did he do with the chair?,I don't know,00:08:02.12-00:08:03.47,28927-29008,action
P03_09,What did he do with the spatula?,I don't know,00:10:15.90-00:10:16.47,36954-36988,action
P03_09,What all does he put?,fork,00:08:25.40-00:08:25.90,30324-30354,noun
P02_04,What did he do with the towel?,I don't know,00:00:39.75-00:00:41.32,2385-2479,action
P03_02,What all does he empty?,I don't know,00:00:09.11-00:00:09.78,546-586,noun
P01_02,What did he do with the counter?,I don't know,00:00:24.53-00:00:25.87,1471-1552,action
P02_04,What all does he wear?,I don't know,00:05:48.87-00:06:16.61,20932-22596,noun
P02_04,What all does he remove?,I don't know,00:03:05.67-00:03:11.76,11140-11505,noun
P02_04,What all does he wash?,I don't know,00:03:48.40-00:03:49.29,13704-13757,noun
P03_02,What did he do with the bin bag?,I don't know,00:02:16.28-00:02:19.18,8176-8350,action
P03_09,What did he do with the saucepan?,I don't know,00:06:14.83-00:06:15.58,22489-22534,action
P03_02,What all does he open?,I don't know,00:01:55.66-00:01:56.96,6939-7017,noun
P01_04,What did he do with the cup?,I don't know,00:01:02.30-00:01:02.99,3738-3779,action
P02_04,What did he do with the water filter?,I don't know,00:04:26.82-00:04:27.34,16009-16040,action
P02_04,What all does he hold?,I don't know,00:00:39.75-00:00:41.32,2385-2479,noun
P01_07,What all does he put?,I don't know,00:00:42.56-00:00:43.54,2553-2612,noun
P01_06,What all does he wash?,I don't know,00:03:46.96-00:04:00.53,13617-14431,noun
P01_06,What all does he wash?,I don't know,00:00:37.33-00:00:40.09,2239-2405,noun
P02_04,What did he do with the pasta?,I don't know,00:00:39.75-00:00:41.32,2385-2479,action
P03_09,What all does he pour?,I don't know,00:09:12.50-00:09:13.33,33150-33199,noun
P03_09,What did he do with the plate?,I don't know,00:06:09.00-00:06:09.88,22140-22192,action
P02_04,What all does he shake?,I don't know,00:05:07.64-00:05:08.14,18458-18488,noun
P01_02,What did he do with the lid?,I don't know,00:06:27.09-00:06:33.36,23225-23601,action
P03_09,What all does he test?,I don't know,00:00:55.16-00:00:56.21,3309-3372,noun
P02_04,What did he do with the jar?,I don't know,00:03:49.37-00:03:53.82,13762-14029,action
P03_02,What all does he close?,I don't know,00:06:23.17-00:06:24.08,22990-23044,noun
P03_02,What did he do with the bin?,I don't know,00:02:30.67-00:02:32.00,9040-9120,action
P03_02,What did he do with the fridge?,I don't know,00:02:41.63-00:02:48.35,9697-10101,action
P02_04,What did he do with the mug?,I don't know,00:06:37.82-00:06:39.09,23869-23945,action
P01_06,What did he do with the cloth?,I don't know,00:00:41.88-00:00:49.70,2512-2982,action
P03_09,What all does he grab?,I don't know,00:05:10.01-00:05:15.97,18600-18958,noun
P01_07,What did he do with the cupboard?,I don't know,00:01:03.08-00:01:03.96,3784-3837,action
P01_04,What did he do with the container?,I don't know,00:00:19.68-00:00:22.71,1180-1362,action
