video_id,question_about_action,noun,answer,time,frames
P01_03,What did he do with the fridge,fridge,"open,close,open,close","00:00:11.61-00:00:13.12,00:00:19.68-00:00:22.53,00:01:09.59-00:01:11.17,00:01:12.14-00:01:13.46","696-787,1180-1351,4175-4270,4328-4407"
P01_03,What did he do with the glass,glass,move,00:00:32.98-00:00:34.46,1978-2067
P01_03,What did he do with the light,light,"switch-on,adjust","00:00:04.88-00:00:06.04,00:00:06.57-00:00:08.42","292-362,394-505"
P01_03,What did he do with the soy milk,milk:soy,"take,put-down,take,shake,open,pour,close,put-down","00:00:13.57-00:00:14.56,00:00:24.93-00:00:25.87,00:00:51.70-00:00:52.95,00:00:53.06-00:00:55.72,00:00:55.68-00:00:57.63,00:00:57.87-00:01:04.78,00:01:04.87-00:01:06.48,00:01:11.27-00:01:12.11","814-873,1495-1552,3102-3177,3183-3343,3340-3457,3472-3886,3892-3988,4276-4326"
P01_03,What did he do with the spoon,spoon,"take,put-down","00:01:18.34-00:01:19.35,00:01:21.84-00:01:22.60","4700-4761,4910-4956"
P01_03,What did he do with the table cloth,cloth:table,take,00:00:27.36-00:00:28.98,1641-1738
P01_03,What did he do with the tablecloth,tablecloth,"unfold,pull-down","00:00:35.74-00:00:39.04,00:00:38.09-00:00:42.42","2144-2342,2285-2545"
P01_04,What did he do with the bottle,bottle,"take,open,put-down","00:01:19.79-00:01:22.04,00:01:22.14-00:01:25.14,00:01:37.91-00:01:40.35","4787-4922,4928-5108,5874-6021"
P01_04,What did he do with the cereal bag,bag:cereal,"take,fold,put","00:00:06.15-00:00:06.77,00:00:07.26-00:00:10.26,00:00:10.36-00:00:14.11","369-406,435-615,621-846"
P01_04,What did he do with the cereal box,box:cereal,"close,put-down","00:00:14.21-00:00:17.21,00:00:19.68-00:00:22.71","852-1032,1180-1362"
P01_04,What did he do with the container,container,take,00:01:40.49-00:01:41.99,6029-6119
P01_04,What did he do with the cup,cup,"take,put-down,wash,rinse,pull-down","00:00:00.11-00:00:03.04,00:00:02.87-00:00:05.10,00:00:46.91-00:00:52.41,00:00:57.32-00:01:02.67,00:01:03.51-00:01:07.21","6-182,172-306,2814-3144,3439-3760,3810-4032"
P01_04,What did he do with the cupboard,cupboard,"open,close","00:00:18.91-00:00:20.16,00:00:22.78-00:00:24.28","1134-1209,1366-1456"
P01_04,What did he do with the glass,glass,"take,put-down","00:01:25.37-00:01:26.12,00:01:38.95-00:01:40.61","5122-5167,5937-6036"
P01_04,What did he do with the hand,hand,"rinse,dry","00:01:09.29-00:01:11.79,00:01:14.35-00:01:19.44","4157-4307,4461-4766"
P01_04,What did he do with the liquid,liquid,"take-up,pour-up","00:00:41.36-00:00:42.13,00:00:42.17-00:00:44.47","2481-2527,2530-2668"
P01_04,What did he do with the sink,sink,rinse,00:01:08.65-00:01:11.30,4119-4278
P01_04,What did he do with the spoon,spoon,rinse,00:00:52.51-00:00:56.16,3150-3369
P01_04,What did he do with the tablecloth,tablecloth,"take,fold,pull-down","00:00:25.74-00:00:30.67,00:00:30.75-00:00:35.04,00:00:37.33-00:00:38.81","1544-1840,1845-2102,2239-2328"
P01_04,What did he do with the tap,tap,"open,turn,close","00:00:45.27-00:00:46.81,00:01:02.30-00:01:02.99,00:01:11.40-00:01:12.08","2716-2808,3738-3779,4284-4324"
P01_04,What did he do with the water,water,"pour,drink","00:01:26.34-00:01:30.61,00:01:31.07-00:01:38.60","5180-5436,5464-5916"
P01_05,What did he do with the bag,bag,"fold,put-down","00:08:35.89-00:08:37.80,00:08:38.89-00:08:39.95","30953-31067,31133-31197"
P01_05,What did he do with the bin,bin,"open,open,close,close,open,close","00:05:10.13-00:05:11.01,00:05:25.58-00:05:26.48,00:05:26.87-00:05:28.04,00:07:41.42-00:07:42.42,00:10:49.63-00:10:50.68,00:10:50.52-00:10:51.77","18607-18660,19534-19588,19612-19682,27685-27745,38977-39040,39031-39106"
P01_05,What did he do with the blade,blade,"dry,put","00:08:57.34-00:08:59.43,00:08:58.50-00:09:01.00","32240-32365,32310-32460"
P01_05,What did he do with the bottle,bottle,"move,take,open,put","00:07:55.67-00:07:56.84,00:09:22.19-00:09:23.36,00:09:24.60-00:09:27.04,00:09:44.21-00:09:46.50","28540-28610,33731-33801,33876-34022,35052-35190"
P01_05,What did he do with the bowl,bowl,"take,put","00:01:04.53-00:01:08.44,00:01:10.29-00:01:13.82","3871-4106,4217-4429"
P01_05,What did he do with the box,box,throw,00:11:56.84-00:11:59.09,43010-43145
P01_05,What did he do with the bread,bread,"take,put-down,slice,slice,put","00:08:05.43-00:08:06.68,00:08:10.03-00:08:10.78,00:08:12.19-00:08:17.69,00:08:18.23-00:08:23.48,00:08:32.02-00:08:34.55","29125-29200,29401-29446,29531-29861,29893-30208,30721-30872"
P01_05,What did he do with the bread bag,bag:bread,take,00:08:30.46-00:08:31.35,30627-30681
P01_05,What did he do with the candle,candle,"take,turn-on,put-down","00:15:56.92-00:15:58.58,00:15:57.86-00:16:07.22,00:16:08.23-00:16:10.61","57415-57514,57471-58033,58093-58236"
P01_05,What did he do with the cloth,cloth,"take,put-down,take,hang,take,take","00:01:33.23-00:01:34.45,00:02:00.25-00:02:01.50,00:03:12.78-00:03:14.62,00:03:15.11-00:03:16.21,00:04:56.85-00:04:58.10,00:05:13.20-00:05:14.41","5593-5667,7215-7290,11566-11677,11706-11772,17811-17886,18792-18864"
P01_05,What did he do with the clothes,clothes,"hang,take,hang","00:12:17.45-00:12:18.26,00:12:19.79-00:12:24.42,00:12:29.04-00:12:30.85","44247-44295,44387-44665,44942-45051"
P01_05,What did he do with the colander,colander,"take,take,put-down","00:01:17.35-00:01:19.58,00:19:30.01-00:19:31.86,00:19:48.98-00:19:50.20","4641-4774,70200-70311,71338-71412"
P01_05,What did he do with the container,container,move,00:00:08.03-00:00:08.70,481-522
P01_05,What did he do with the cup,cup,put,00:00:30.75-00:00:33.50,1845-2010
P01_05,What did he do with the cupboard,cupboard,"open,open,close,close,close,open,close,open,close,open,close","00:00:30.03-00:00:31.10,00:00:48.45-00:00:49.20,00:02:22.09-00:02:24.41,00:02:22.18-00:02:23.82,00:02:24.51-00:02:26.32,00:02:26.57-00:02:28.43,00:02:36.88-00:02:38.30,00:05:37.82-00:05:40.42,00:05:43.84-00:05:46.50,00:07:48.96-00:07:49.96,00:07:52.37-00:07:54.25","1801-1866,2907-2952,8525-8664,8530-8629,8670-8779,8794-8905,9412-9498,20269-20425,20630-20790,28137-28197,28342-28455"
P01_05,What did he do with the cutlery,cutlery,"take,put-down,put-down","00:01:55.02-00:01:58.09,00:02:02.94-00:02:06.36,00:02:08.94-00:02:20.36","6901-7085,7376-7581,7736-8421"
P01_05,What did he do with the cutting board,board:cutting,"take,put-down,move,move,take,put-down,take,put-down,put-down","00:00:25.50-00:00:27.88,00:00:27.53-00:00:29.29,00:02:41.56-00:02:42.92,00:04:59.37-00:05:00.85,00:06:54.86-00:06:57.20,00:07:05.69-00:07:07.79,00:07:50.59-00:07:52.53,00:08:00.62-00:08:01.57,00:08:43.08-00:08:44.13","1530-1672,1651-1757,9693-9775,17962-18051,24891-25032,25541-25667,28235-28351,28837-28894,31384-31447"
P01_05,What did he do with the drawer,drawer,"open,open,open,close,open,close,open,close,open,close,open,close,open,open,close,open,open,open,close,open,close,open","00:01:44.75-00:01:45.95,00:01:59.65-00:02:01.77,00:02:06.46-00:02:07.84,00:02:19.79-00:02:21.79,00:03:10.41-00:03:11.28,00:03:11.57-00:03:12.93,00:03:16.86-00:03:17.81,00:03:19.24-00:03:19.82,00:04:50.15-00:04:51.36,00:04:52.02-00:04:53.06,00:06:38.72-00:06:39.60,00:06:40.78-00:06:42.28,00:08:01.67-00:08:03.16,00:09:03.06-00:09:04.81,00:09:06.05-00:09:06.89,00:13:00.42-00:13:01.28,00:15:45.73-00:15:48.42,00:15:48.74-00:15:52.33,00:15:51.04-00:15:52.27,00:16:11.80-00:16:14.06,00:16:12.73-00:16:13.35,00:16:13.20-00:16:14.20","6285-6357,7179-7306,7587-7670,8387-8507,11424-11476,11494-11575,11811-11868,11954-11989,17409-17481,17521-17583,23923-23976,24046-24136,28900-28989,32583-32688,32762-32813,46825-46876,56743-56905,56924-57139,57062-57136,58308-58443,58363-58401,58392-58452"
P01_05,What did he do with the food,food,mix,00:21:03.73-00:21:08.99,75823-76139
P01_05,What did he do with the fork,fork,"take,put-down,take","00:09:04.56-00:09:06.07,00:09:07.36-00:09:09.32,00:19:55.71-00:19:56.94","32673-32764,32841-32959,71742-71816"
P01_05,What did he do with the fridge,fridge,"open,close","00:00:04.14-00:00:05.93,00:00:16.33-00:00:19.87","248-355,979-1192"
P01_05,What did he do with the fruit,fruit,"wash,wash,put","00:10:55.96-00:11:10.07,00:10:58.73-00:11:22.65,00:11:27.07-00:11:28.47","39357-40204,39523-40959,41224-41308"
P01_05,What did he do with the fruit box,box:fruit,"take,open,take","00:10:29.77-00:10:34.48,00:10:36.51-00:10:44.31,00:10:53.45-00:10:54.46","37786-38068,38190-38658,39207-39267"
P01_05,What did he do with the frying pan,pan:frying,"take,put-down","00:05:41.03-00:05:43.47,00:20:13.32-00:20:14.79","20461-20608,72799-72887"
P01_05,What did he do with the glass,glass,"take,put,move,move","00:01:21.37-00:01:22.76,00:01:23.22-00:01:24.66,00:07:57.54-00:07:58.30,00:07:58.52-00:07:59.22","4882-4965,4993-5079,28652-28698,28711-28753"
P01_05,What did he do with the hand,hand,"dry,dry,dry,dry,dry,dry","00:04:56.29-00:04:59.27,00:05:14.46-00:05:15.85,00:05:29.56-00:05:35.15,00:07:45.00-00:07:47.72,00:11:29.42-00:11:31.06,00:12:05.99-00:12:15.61","17777-17956,18867-18951,19773-20109,27900-28063,41365-41463,43559-44136"
P01_05,What did he do with the hob,hob,"turn-on,adjust,adjust,adjust,adjust,adjust,adjust,turn-off","00:05:34.82-00:05:37.70,00:11:31.76-00:11:32.40,00:11:45.86-00:11:46.95,00:15:10.05-00:15:11.73,00:18:09.17-00:18:11.48,00:18:14.47-00:18:15.48,00:19:08.95-00:19:10.05,00:19:25.84-00:19:27.73","20089-20262,41505-41544,42351-42417,54603-54703,65350-65488,65668-65728,68937-69003,69950-70063"
P01_05,What did he do with the hop,hop,adjust,00:13:26.93-00:13:28.80,48415-48528
P01_05,What did he do with the kettle,kettle,"take,open,close,put-down,turn-on,take,put-down","00:02:44.89-00:02:45.94,00:02:46.43-00:02:47.18,00:03:00.35-00:03:01.65,00:03:02.30-00:03:04.22,00:03:04.18-00:03:05.19,00:06:14.48-00:06:18.00,00:06:30.30-00:06:34.23","9893-9956,9985-10030,10821-10899,10938-11053,11050-11111,22468-22680,23418-23653"
P01_05,What did he do with the knife,knife,"take,dry,put-down,take,put-down,move,put-down,take,put,take,put-down,take,put-down,take","00:01:49.86-00:01:50.85,00:01:50.90-00:01:51.76,00:01:51.94-00:01:52.51,00:03:17.68-00:03:19.20,00:03:20.50-00:03:21.39,00:03:21.38-00:03:22.10,00:04:48.03-00:04:48.61,00:04:48.46-00:04:49.16,00:04:51.21-00:04:51.98,00:08:03.18-00:08:04.55,00:08:27.63-00:08:28.93,00:18:02.58-00:18:03.37,00:18:07.99-00:18:09.02,00:21:02.52-00:21:03.74","6591-6651,6654-6705,6716-6750,11860-11952,12030-12083,12082-12126,17281-17316,17307-17349,17472-17518,28990-29073,30457-30535,64954-65002,65279-65341,75751-75824"
P01_05,What did he do with the ladle,ladle,"take,dry,dry,put","00:01:25.87-00:01:27.57,00:01:34.52-00:01:44.65,00:01:34.55-00:01:44.86,00:01:46.05-00:01:46.88","5152-5254,5671-6279,5673-6291,6363-6412"
P01_05,What did he do with the lid,lid,"take,put","00:01:19.62-00:01:21.27,00:02:32.52-00:02:36.94","4777-4876,9151-9416"
P01_05,What did he do with the lighter,lighter,take,00:15:52.37-00:15:55.32,57142-57319
P01_05,What did he do with the mesh,mesh,"take,throw","00:10:45.96-00:10:47.96,00:10:49.99-00:10:50.68","38757-38877,38999-39040"
P01_05,What did he do with the mushroom,mushroom,"take,put","00:00:06.51-00:00:08.08,00:00:14.15-00:00:16.23","390-484,849-973"
P01_05,What did he do with the oil,oil,"take,put-down,open,pour,close,put-down","00:19:51.06-00:19:52.59,00:19:52.58-00:19:53.59,00:20:28.16-00:20:30.91,00:20:30.97-00:20:37.74,00:20:37.55-00:20:42.16,00:20:41.53-00:20:44.43","71463-71555,71554-71615,73689-73854,73858-74264,74253-74529,74491-74665"
P01_05,What did he do with the olive oil,oil:olive,take,00:20:27.11-00:20:28.06,73626-73683
P01_05,What did he do with the pan,pan,"put,wash,wash","00:05:47.48-00:05:49.65,00:20:13.29-00:20:19.65,00:20:19.65-00:20:26.73","20848-20979,72797-73179,73179-73603"
P01_05,What did he do with the plastic,plastic,throw,00:07:39.24-00:07:41.73,27554-27703
P01_05,What did he do with the plate,plate,"take,take,put-down,put,move","00:00:34.79-00:00:36.91,00:00:36.95-00:00:39.95,00:00:40.30-00:00:41.55,00:00:42.15-00:00:44.65,00:08:52.63-00:08:53.89","2087-2214,2217-2397,2418-2493,2529-2679,31957-32033"
P01_05,What did he do with the potato,potato,"take,peel,peel,peel,peel,peel,put-down,slice,slice,pour,check,drain,pour,move","00:02:28.26-00:02:30.33,00:03:22.76-00:03:43.05,00:03:43.15-00:03:58.87,00:03:56.82-00:04:02.11,00:04:03.20-00:04:24.62,00:04:07.83-00:04:12.08,00:04:24.72-00:04:28.35,00:04:27.23-00:04:48.90,00:04:27.88-00:04:36.81,00:06:57.52-00:07:05.12,00:18:04.20-00:18:06.86,00:19:32.03-00:19:35.27,00:19:43.12-00:19:47.78,00:19:56.86-00:19:58.16","8895-9019,12165-13383,13389-14332,14209-14526,14592-15877,14869-15124,15883-16101,16033-17334,16072-16608,25051-25507,65052-65211,70321-70516,70987-71266,71811-71889"
P01_05,What did he do with the potato skin,skin:potato,take,00:05:01.93-00:05:08.05,18115-18483
P01_05,What did he do with the rosemary,rosemary,"take,open,sprinkle,close,put","00:20:44.25-00:20:44.99,00:20:45.15-00:20:47.23,00:20:48.49-00:20:55.88,00:20:55.94-00:20:58.73,00:20:58.78-00:21:00.00","74655-74699,74709-74833,74909-75352,75356-75523,75526-75600"
P01_05,What did he do with the salt,salt,"take,open,pour,pour,put-down","00:06:36.68-00:06:47.41,00:06:42.72-00:06:44.07,00:06:44.95-00:06:48.50,00:06:48.58-00:06:50.33,00:06:52.98-00:06:54.15","23800-24444,24163-24244,24297-24510,24514-24619,24778-24849"
P01_05,What did he do with the saucepan,saucepan,"take,move,put,take,put-on,take,put,move,take,put-down","00:00:46.00-00:00:47.85,00:00:50.91-00:00:52.06,00:00:54.40-00:00:55.65,00:00:56.31-00:01:00.00,00:01:00.22-00:01:01.42,00:04:53.84-00:04:54.62,00:04:54.86-00:04:56.10,00:14:44.59-00:14:48.08,00:19:27.50-00:19:28.73,00:19:36.22-00:19:37.72","2760-2871,3054-3123,3264-3339,3378-3600,3613-3685,17630-17677,17691-17766,53075-53284,70050-70123,70573-70663"
P01_05,What did he do with the sausage,sausage,"take,put-down,move,throw,take,take,put,put,flip,flip,flip,flip,flip,flip,flip,flip,flip,flip,flip,heat,turn,turn,turn,turn,turn,turn,take,place","00:00:08.74-00:00:14.23,00:00:22.33-00:00:24.31,00:02:39.46-00:02:40.55,00:07:12.35-00:07:14.99,00:07:19.19-00:07:20.27,00:11:35.04-00:11:36.72,00:11:36.99-00:11:45.59,00:11:48.14-00:11:53.10,00:16:18.15-00:16:20.61,00:16:22.43-00:16:23.35,00:16:25.84-00:16:29.55,00:16:30.27-00:16:32.80,00:16:34.26-00:16:36.68,00:16:37.00-00:16:40.60,00:16:40.70-00:16:43.18,00:17:10.75-00:17:13.47,00:17:14.30-00:17:15.95,00:17:19.52-00:17:20.95,00:17:30.09-00:17:31.80,00:17:38.38-00:18:01.33,00:18:19.78-00:18:26.74,00:18:26.84-00:18:30.76,00:18:32.59-00:18:46.99,00:18:47.00-00:18:50.27,00:18:50.37-00:18:53.34,00:18:53.44-00:18:59.76,00:19:54.44-00:19:55.12,00:19:58.26-00:20:11.63","524-853,1339-1458,9567-9633,25941-26099,26351-26416,41702-41803,41819-42335,42488-42786,58689-58836,58945-59001,59150-59373,59416-59568,59655-59800,59820-60036,60042-60190,61845-62008,62058-62157,62371-62457,63005-63108,63502-64879,65986-66404,66410-66645,66755-67619,67620-67816,67822-68000,68006-68385,71666-71707,71895-72697"
P01_05,What did he do with the sausage box,box:sausage,open,00:07:20.38-00:07:35.22,26422-27313
P01_05,What did he do with the skin,skin,throw,00:05:11.11-00:05:11.67,18666-18700
P01_05,What did he do with the spatula,spatula,"take,put-down,put","00:01:52.75-00:01:53.82,00:02:01.70-00:02:02.66,00:02:01.85-00:02:02.60","6765-6829,7302-7359,7311-7356"
P01_05,What did he do with the spoon,spoon,"take,put,take,put-down,take,stir,put-down","00:03:06.77-00:03:07.81,00:03:11.24-00:03:12.18,00:06:39.68-00:06:40.68,00:06:53.83-00:06:54.53,00:13:09.44-00:13:10.21,00:13:11.31-00:13:18.98,00:13:19.81-00:13:20.55","11206-11268,11474-11530,23980-24040,24829-24871,47366-47412,47478-47938,47988-48033"
P01_05,What did he do with the table cloth,cloth:table,"take,unfold","00:08:45.68-00:08:48.27,00:08:49.55-00:08:51.92","31540-31696,31772-31915"
P01_05,What did he do with the tap,tap,"close,turn-on,turn-off,turn-off,close","00:03:00.67-00:03:01.42,00:09:27.51-00:09:30.30,00:09:41.98-00:09:42.98,00:11:18.77-00:11:19.69,00:20:26.14-00:20:27.17","10840-10885,34050-34218,34918-34978,40726-40781,73568-73630"
P01_05,What did he do with the tong,tong,"take,put-down,take,put-down","00:16:16.80-00:16:17.30,00:18:01.43-00:18:02.48,00:18:12.72-00:18:14.42,00:19:00.57-00:19:01.93","58608-58638,64885-64948,65563-65665,68434-68515"
P01_05,What did he do with the tongs,tongs,"take,put-down","00:13:01.67-00:13:04.12,00:13:08.10-00:13:09.23","46900-47047,47286-47353"
P01_05,What did he do with the top,top,turn-off,00:02:48.05-00:02:48.92,10083-10135
P01_05,What did he do with the water,water,"pour,pour,pour,pour","00:02:48.84-00:03:00.57,00:06:19.96-00:06:21.66,00:06:24.26-00:06:30.73,00:09:29.00-00:09:42.30","10130-10834,22797-22899,23055-23443,34140-34938"
P01_06,What did he do with the bin,bin,"open,close","00:00:05.74-00:00:07.10,00:00:12.22-00:00:12.95","344-426,733-777"
P01_06,What did he do with the bottle,bottle,take,00:08:07.60-00:08:08.79,29256-29327
P01_06,What did he do with the cloth,cloth,"take,rinse,squeeze,rinse,rinse,squeeze,hang","00:06:00.90-00:06:01.80,00:06:03.88-00:06:05.49,00:06:31.19-00:06:33.19,00:06:48.53-00:06:50.99,00:07:26.65-00:07:28.65,00:07:49.58-00:07:53.21,00:08:00.88-00:08:05.89","21654-21708,21832-21929,23471-23591,24511-24659,26799-26919,28174-28392,28852-29153"
P01_06,What did he do with the colander,colander,"take,wash,put-down,take,rinse,put","00:02:40.29-00:02:41.61,00:02:41.69-00:02:50.88,00:02:50.98-00:02:52.27,00:03:14.97-00:03:16.17,00:04:30.11-00:04:45.51,00:04:45.58-00:04:47.29","9617-9696,9701-10252,10258-10336,11698-11770,16206-17130,17134-17237"
P01_06,What did he do with the cooker,cooker,"wipe,wipe","00:06:54.74-00:07:21.39,00:07:02.00-00:07:23.25","24884-26483,25320-26595"
P01_06,What did he do with the counter,counter,"wipe,wipe","00:06:09.93-00:06:21.00,00:07:23.29-00:07:25.15","22195-22860,26597-26709"
P01_06,What did he do with the cutting board,board:cutting,"take,move,put-down,take,wash,put-down,wash,rinse,rinse,put,rinse,put","00:00:17.67-00:00:20.03,00:00:19.22-00:00:27.56,00:00:21.11-00:00:22.47,00:01:21.96-00:01:22.78,00:01:23.34-00:01:30.90,00:01:31.75-00:01:34.15,00:03:17.34-00:03:26.72,00:03:34.40-00:03:47.00,00:03:46.96-00:04:00.53,00:04:02.41-00:04:03.60,00:05:11.67-00:05:19.90,00:05:19.84-00:05:21.70","1060-1201,1153-1653,1266-1348,4917-4966,5000-5454,5505-5649,11840-12403,12864-13620,13617-14431,14544-14616,18700-19194,19190-19302"
P01_06,What did he do with the fork,fork,"take,wash,put-down,rinse,put","00:01:00.90-00:01:02.09,00:01:04.46-00:01:09.25,00:01:09.10-00:01:10.12,00:05:39.69-00:05:41.18,00:05:41.40-00:05:42.22","3654-3725,3867-4155,4146-4207,20381-20470,20484-20533"
P01_06,What did he do with the fruit,fruit,"take,put-down","00:00:28.69-00:00:30.69,00:00:30.40-00:00:31.45","1721-1841,1824-1887"
P01_06,What did he do with the glass,glass,"put-down,take,wash,put-down,take,rinse,put","00:00:22.01-00:00:23.44,00:01:58.06-00:01:58.84,00:01:58.90-00:02:01.98,00:02:02.19-00:02:03.29,00:04:04.46-00:04:08.17,00:04:07.47-00:04:12.75,00:04:12.59-00:04:14.10","1320-1406,7083-7130,7134-7318,7331-7397,14667-14890,14848-15165,15155-15246"
P01_06,What did he do with the hand,hand,dry,00:07:55.41-00:07:59.76,28524-28785
P01_06,What did he do with the knife,knife,"put-down,take,wash,put-down,take,wash,put-down,rinse,put,rinse,put","00:00:02.21-00:00:03.28,00:01:13.82-00:01:15.07,00:01:15.11-00:01:20.95,00:01:21.01-00:01:22.27,00:01:48.53-00:01:49.73,00:01:50.33-00:01:56.68,00:01:56.17-00:01:57.26,00:05:21.80-00:05:26.93,00:05:27.03-00:05:28.40,00:05:34.88-00:05:38.91,00:05:38.64-00:05:39.99","132-196,4429-4504,4506-4857,4860-4936,6511-6583,6619-7000,6970-7035,19308-19615,19621-19704,20092-20334,20318-20399"
P01_06,What did he do with the leftover,leftover,throw,00:00:07.23-00:00:11.85,433-711
P01_06,What did he do with the liquid,liquid,"pour-up,put-down","00:00:57.12-00:00:59.27,00:00:59.45-00:01:01.09","3427-3556,3567-3665"
P01_06,What did he do with the pan,pan,"take,wash,put-down,wash,wash,put-down,rinse,put","00:02:23.25-00:02:25.85,00:02:24.77-00:02:27.50,00:02:27.34-00:02:28.85,00:02:28.63-00:02:34.04,00:02:33.57-00:02:39.67,00:02:39.70-00:02:40.44,00:04:14.20-00:04:28.66,00:04:28.76-00:04:30.01","8595-8751,8686-8850,8840-8931,8917-9242,9214-9580,9582-9626,15252-16119,16125-16200"
P01_06,What did he do with the plate,plate,"take,put-down,take,take,rinse,wash,wash,hold,rinse,put","00:00:00.57-00:00:01.53,00:00:14.43-00:00:16.89,00:02:03.33-00:02:04.65,00:02:03.72-00:02:04.83,00:02:05.08-00:02:07.32,00:02:07.45-00:02:18.05,00:02:18.50-00:02:20.90,00:02:21.00-00:02:22.50,00:04:59.91-00:05:08.63,00:05:08.56-00:05:11.57","34-91,865-1013,7399-7479,7423-7489,7504-7639,7647-8283,8310-8454,8460-8550,17994-18517,18513-18694"
