video_id,question_about_nouns,verb,answer,time,frames
P01_03,What all does he take,take,"soy milk,container,container,table cloth,cup,soy milk,spoon,cereal","00:00:13.57-00:00:14.56,00:00:14.86-00:00:15.67,00:00:18.54-00:00:19.25,00:00:27.36-00:00:28.98,00:00:48.03-00:00:49.25,00:00:51.70-00:00:52.95,00:01:18.34-00:01:19.35,00:01:25.24-00:01:27.39","814-873,891-940,1112-1155,1641-1738,2881-2955,3102-3177,4700-4761,5114-5243"
P01_03,What all does he unfold,unfold,"tablecloth,bag","00:00:35.74-00:00:39.04,00:01:40.11-00:01:42.44","2144-2342,6006-6146"
P01_04,What all does he close,close,"cereal box,cupboard,tap","00:00:14.21-00:00:17.21,00:00:22.78-00:00:24.28,00:01:11.40-00:01:12.08","852-1032,1366-1456,4284-4324"
P01_04,What all does he drink,drink,water,00:01:31.07-00:01:38.60,5464-5916
P01_04,What all does he dry,dry,hand,00:01:14.35-00:01:19.44,4461-4766
P01_04,What all does he fold,fold,"cereal bag,tablecloth","00:00:07.26-00:00:10.26,00:00:30.75-00:00:35.04","435-615,1845-2102"
P01_04,What all does he open,open,"cupboard,tap,bottle","00:00:18.91-00:00:20.16,00:00:45.27-00:00:46.81,00:01:22.14-00:01:25.14","1134-1209,2716-2808,4928-5108"
P01_04,What all does he pour,pour,water,00:01:26.34-00:01:30.61,5180-5436
P01_04,What all does he pour-up,pour-up,liquid,00:00:42.17-00:00:44.47,2530-2668
P01_04,What all does he pull-down,pull-down,"tablecloth,cup","00:00:37.33-00:00:38.81,00:01:03.51-00:01:07.21","2239-2328,3810-4032"
P01_04,What all does he put,put,cereal bag,00:00:10.36-00:00:14.11,621-846
P01_04,What all does he put-down,put-down,"cup,cereal box,bottle,glass","00:00:02.87-00:00:05.10,00:00:19.68-00:00:22.71,00:01:37.91-00:01:40.35,00:01:38.95-00:01:40.61","172-306,1180-1362,5874-6021,5937-6036"
P01_04,What all does he rinse,rinse,"spoon,cup,sink,hand","00:00:52.51-00:00:56.16,00:00:57.32-00:01:02.67,00:01:08.65-00:01:11.30,00:01:09.29-00:01:11.79","3150-3369,3439-3760,4119-4278,4157-4307"
P01_04,What all does he take,take,"cup,cereal bag,tablecloth,bottle,glass,container","00:00:00.11-00:00:03.04,00:00:06.15-00:00:06.77,00:00:25.74-00:00:30.67,00:01:19.79-00:01:22.04,00:01:25.37-00:01:26.12,00:01:40.49-00:01:41.99","6-182,369-406,1544-1840,4787-4922,5122-5167,6029-6119"
P01_04,What all does he take-up,take-up,liquid,00:00:41.36-00:00:42.13,2481-2527
P01_04,What all does he turn,turn,tap,00:01:02.30-00:01:02.99,3738-3779
P01_04,What all does he wash,wash,cup,00:00:46.91-00:00:52.41,2814-3144
P01_05,What all does he adjust,adjust,"hob,hob,hop,hob,hob,hob,hob","00:11:31.76-00:11:32.40,00:11:45.86-00:11:46.95,00:13:26.93-00:13:28.80,00:15:10.05-00:15:11.73,00:18:09.17-00:18:11.48,00:18:14.47-00:18:15.48,00:19:08.95-00:19:10.05","41505-41544,42351-42417,48415-48528,54603-54703,65350-65488,65668-65728,68937-69003"
P01_05,What all does he check,check,potato,00:18:04.20-00:18:06.86,65052-65211
P01_05,What all does he close,close,"fridge,drawer,cupboard,cupboard,cupboard,cupboard,kettle,tap,drawer,drawer,drawer,bin,cupboard,drawer,bin,cupboard,drawer,bin,drawer,drawer,tap,oil,rosemary","00:00:16.33-00:00:19.87,00:02:19.79-00:02:21.79,00:02:22.09-00:02:24.41,00:02:22.18-00:02:23.82,00:02:24.51-00:02:26.32,00:02:36.88-00:02:38.30,00:03:00.35-00:03:01.65,00:03:00.67-00:03:01.42,00:03:11.57-00:03:12.93,00:03:19.24-00:03:19.82,00:04:52.02-00:04:53.06,00:05:26.87-00:05:28.04,00:05:43.84-00:05:46.50,00:06:40.78-00:06:42.28,00:07:41.42-00:07:42.42,00:07:52.37-00:07:54.25,00:09:06.05-00:09:06.89,00:10:50.52-00:10:51.77,00:15:51.04-00:15:52.27,00:16:12.73-00:16:13.35,00:20:26.14-00:20:27.17,00:20:37.55-00:20:42.16,00:20:55.94-00:20:58.73","979-1192,8387-8507,8525-8664,8530-8629,8670-8779,9412-9498,10821-10899,10840-10885,11494-11575,11954-11989,17521-17583,19612-19682,20630-20790,24046-24136,27685-27745,28342-28455,32762-32813,39031-39106,57062-57136,58363-58401,73568-73630,74253-74529,75356-75523"
P01_05,What all does he drain,drain,potato,00:19:32.03-00:19:35.27,70321-70516
P01_05,What all does he dry,dry,"ladle,ladle,knife,hand,hand,hand,hand,blade,hand,hand","00:01:34.52-00:01:44.65,00:01:34.55-00:01:44.86,00:01:50.90-00:01:51.76,00:04:56.29-00:04:59.27,00:05:14.46-00:05:15.85,00:05:29.56-00:05:35.15,00:07:45.00-00:07:47.72,00:08:57.34-00:08:59.43,00:11:29.42-00:11:31.06,00:12:05.99-00:12:15.61","5671-6279,5673-6291,6654-6705,17777-17956,18867-18951,19773-20109,27900-28063,32240-32365,41365-41463,43559-44136"
P01_05,What all does he flip,flip,"sausage,sausage,sausage,sausage,sausage,sausage,sausage,sausage,sausage,sausage,sausage","00:16:18.15-00:16:20.61,00:16:22.43-00:16:23.35,00:16:25.84-00:16:29.55,00:16:30.27-00:16:32.80,00:16:34.26-00:16:36.68,00:16:37.00-00:16:40.60,00:16:40.70-00:16:43.18,00:17:10.75-00:17:13.47,00:17:14.30-00:17:15.95,00:17:19.52-00:17:20.95,00:17:30.09-00:17:31.80","58689-58836,58945-59001,59150-59373,59416-59568,59655-59800,59820-60036,60042-60190,61845-62008,62058-62157,62371-62457,63005-63108"
P01_05,What all does he fold,fold,bag,00:08:35.89-00:08:37.80,30953-31067
P01_05,What all does he hang,hang,"cloth,clothes,clothes","00:03:15.11-00:03:16.21,00:12:17.45-00:12:18.26,00:12:29.04-00:12:30.85","11706-11772,44247-44295,44942-45051"
P01_05,What all does he heat,heat,sausage,00:17:38.38-00:18:01.33,63502-64879
P01_05,What all does he mix,mix,food,00:21:03.73-00:21:08.99,75823-76139
P01_05,What all does he move,move,"container,saucepan,sausage,cutting board,knife,cutting board,bottle,glass,glass,plate,saucepan,potato","00:00:08.03-00:00:08.70,00:00:50.91-00:00:52.06,00:02:39.46-00:02:40.55,00:02:41.56-00:02:42.92,00:03:21.38-00:03:22.10,00:04:59.37-00:05:00.85,00:07:55.67-00:07:56.84,00:07:57.54-00:07:58.30,00:07:58.52-00:07:59.22,00:08:52.63-00:08:53.89,00:14:44.59-00:14:48.08,00:19:56.86-00:19:58.16","481-522,3054-3123,9567-9633,9693-9775,12082-12126,17962-18051,28540-28610,28652-28698,28711-28753,31957-32033,53075-53284,71811-71889"
P01_05,What all does he open,open,"fridge,cupboard,cupboard,drawer,drawer,drawer,cupboard,kettle,drawer,drawer,drawer,bin,bin,cupboard,drawer,salt,sausage box,cupboard,drawer,drawer,bottle,fruit box,bin,drawer,drawer,drawer,drawer,drawer,oil,rosemary","00:00:04.14-00:00:05.93,00:00:30.03-00:00:31.10,00:00:48.45-00:00:49.20,00:01:44.75-00:01:45.95,00:01:59.65-00:02:01.77,00:02:06.46-00:02:07.84,00:02:26.57-00:02:28.43,00:02:46.43-00:02:47.18,00:03:10.41-00:03:11.28,00:03:16.86-00:03:17.81,00:04:50.15-00:04:51.36,00:05:10.13-00:05:11.01,00:05:25.58-00:05:26.48,00:05:37.82-00:05:40.42,00:06:38.72-00:06:39.60,00:06:42.72-00:06:44.07,00:07:20.38-00:07:35.22,00:07:48.96-00:07:49.96,00:08:01.67-00:08:03.16,00:09:03.06-00:09:04.81,00:09:24.60-00:09:27.04,00:10:36.51-00:10:44.31,00:10:49.63-00:10:50.68,00:13:00.42-00:13:01.28,00:15:45.73-00:15:48.42,00:15:48.74-00:15:52.33,00:16:11.80-00:16:14.06,00:16:13.20-00:16:14.20,00:20:28.16-00:20:30.91,00:20:45.15-00:20:47.23","248-355,1801-1866,2907-2952,6285-6357,7179-7306,7587-7670,8794-8905,9985-10030,11424-11476,11811-11868,17409-17481,18607-18660,19534-19588,20269-20425,23923-23976,24163-24244,26422-27313,28137-28197,28900-28989,32583-32688,33876-34022,38190-38658,38977-39040,46825-46876,56743-56905,56924-57139,58308-58443,58392-58452,73689-73854,74709-74833"
P01_05,What all does he peel,peel,"potato,potato,potato,potato,potato","00:03:22.76-00:03:43.05,00:03:43.15-00:03:58.87,00:03:56.82-00:04:02.11,00:04:03.20-00:04:24.62,00:04:07.83-00:04:12.08","12165-13383,13389-14332,14209-14526,14592-15877,14869-15124"
P01_05,What all does he place,place,sausage,00:19:58.26-00:20:11.63,71895-72697
P01_05,What all does he pour,pour,"water,water,water,salt,salt,potato,water,potato,oil","00:02:48.84-00:03:00.57,00:06:19.96-00:06:21.66,00:06:24.26-00:06:30.73,00:06:44.95-00:06:48.50,00:06:48.58-00:06:50.33,00:06:57.52-00:07:05.12,00:09:29.00-00:09:42.30,00:19:43.12-00:19:47.78,00:20:30.97-00:20:37.74","10130-10834,22797-22899,23055-23443,24297-24510,24514-24619,25051-25507,34140-34938,70987-71266,73858-74264"
P01_05,What all does he put,put,"mushroom,cup,plate,saucepan,bowl,glass,ladle,spatula,lid,spoon,knife,saucepan,pan,bread,blade,bottle,fruit,sausage,sausage,rosemary","00:00:14.15-00:00:16.23,00:00:30.75-00:00:33.50,00:00:42.15-00:00:44.65,00:00:54.40-00:00:55.65,00:01:10.29-00:01:13.82,00:01:23.22-00:01:24.66,00:01:46.05-00:01:46.88,00:02:01.85-00:02:02.60,00:02:32.52-00:02:36.94,00:03:11.24-00:03:12.18,00:04:51.21-00:04:51.98,00:04:54.86-00:04:56.10,00:05:47.48-00:05:49.65,00:08:32.02-00:08:34.55,00:08:58.50-00:09:01.00,00:09:44.21-00:09:46.50,00:11:27.07-00:11:28.47,00:11:36.99-00:11:45.59,00:11:48.14-00:11:53.10,00:20:58.78-00:21:00.00","849-973,1845-2010,2529-2679,3264-3339,4217-4429,4993-5079,6363-6412,7311-7356,9151-9416,11474-11530,17472-17518,17691-17766,20848-20979,30721-30872,32310-32460,35052-35190,41224-41308,41819-42335,42488-42786,75526-75600"
P01_05,What all does he put-down,put-down,"sausage,cutting board,plate,knife,cloth,spatula,cutlery,cutlery,kettle,knife,potato,knife,kettle,salt,spoon,cutting board,cutting board,bread,knife,bag,cutting board,fork,tongs,spoon,candle,tong,knife,tong,saucepan,colander,oil,frying pan,oil","00:00:22.33-00:00:24.31,00:00:27.53-00:00:29.29,00:00:40.30-00:00:41.55,00:01:51.94-00:01:52.51,00:02:00.25-00:02:01.50,00:02:01.70-00:02:02.66,00:02:02.94-00:02:06.36,00:02:08.94-00:02:20.36,00:03:02.30-00:03:04.22,00:03:20.50-00:03:21.39,00:04:24.72-00:04:28.35,00:04:48.03-00:04:48.61,00:06:30.30-00:06:34.23,00:06:52.98-00:06:54.15,00:06:53.83-00:06:54.53,00:07:05.69-00:07:07.79,00:08:00.62-00:08:01.57,00:08:10.03-00:08:10.78,00:08:27.63-00:08:28.93,00:08:38.89-00:08:39.95,00:08:43.08-00:08:44.13,00:09:07.36-00:09:09.32,00:13:08.10-00:13:09.23,00:13:19.81-00:13:20.55,00:16:08.23-00:16:10.61,00:18:01.43-00:18:02.48,00:18:07.99-00:18:09.02,00:19:00.57-00:19:01.93,00:19:36.22-00:19:37.72,00:19:48.98-00:19:50.20,00:19:52.58-00:19:53.59,00:20:13.32-00:20:14.79,00:20:41.53-00:20:44.43","1339-1458,1651-1757,2418-2493,6716-6750,7215-7290,7302-7359,7376-7581,7736-8421,10938-11053,12030-12083,15883-16101,17281-17316,23418-23653,24778-24849,24829-24871,25541-25667,28837-28894,29401-29446,30457-30535,31133-31197,31384-31447,32841-32959,47286-47353,47988-48033,58093-58236,64885-64948,65279-65341,68434-68515,70573-70663,71338-71412,71554-71615,72799-72887,74491-74665"
P01_05,What all does he put-on,put-on,saucepan,00:01:00.22-00:01:01.42,3613-3685
P01_05,What all does he slice,slice,"potato,potato,bread,bread","00:04:27.23-00:04:48.90,00:04:27.88-00:04:36.81,00:08:12.19-00:08:17.69,00:08:18.23-00:08:23.48","16033-17334,16072-16608,29531-29861,29893-30208"
P01_05,What all does he sprinkle,sprinkle,rosemary,00:20:48.49-00:20:55.88,74909-75352
P01_05,What all does he stir,stir,spoon,00:13:11.31-00:13:18.98,47478-47938
P01_05,What all does he take,take,"mushroom,sausage,cutting board,plate,plate,saucepan,saucepan,bowl,colander,lid,glass,ladle,cloth,knife,spatula,cutlery,potato,kettle,spoon,cloth,knife,knife,saucepan,cloth,potato skin,cloth,frying pan,kettle,salt,spoon,cutting board,sausage,cutting board,knife,bread,bread bag,table cloth,fork,bottle,fruit box,mesh,fruit box,sausage,clothes,tongs,spoon,lighter,candle,tong,knife,tong,saucepan,colander,oil,sausage,fork,olive oil,rosemary,knife","00:00:06.51-00:00:08.08,00:00:08.74-00:00:14.23,00:00:25.50-00:00:27.88,00:00:34.79-00:00:36.91,00:00:36.95-00:00:39.95,00:00:46.00-00:00:47.85,00:00:56.31-00:01:00.00,00:01:04.53-00:01:08.44,00:01:17.35-00:01:19.58,00:01:19.62-00:01:21.27,00:01:21.37-00:01:22.76,00:01:25.87-00:01:27.57,00:01:33.23-00:01:34.45,00:01:49.86-00:01:50.85,00:01:52.75-00:01:53.82,00:01:55.02-00:01:58.09,00:02:28.26-00:02:30.33,00:02:44.89-00:02:45.94,00:03:06.77-00:03:07.81,00:03:12.78-00:03:14.62,00:03:17.68-00:03:19.20,00:04:48.46-00:04:49.16,00:04:53.84-00:04:54.62,00:04:56.85-00:04:58.10,00:05:01.93-00:05:08.05,00:05:13.20-00:05:14.41,00:05:41.03-00:05:43.47,00:06:14.48-00:06:18.00,00:06:36.68-00:06:47.41,00:06:39.68-00:06:40.68,00:06:54.86-00:06:57.20,00:07:19.19-00:07:20.27,00:07:50.59-00:07:52.53,00:08:03.18-00:08:04.55,00:08:05.43-00:08:06.68,00:08:30.46-00:08:31.35,00:08:45.68-00:08:48.27,00:09:04.56-00:09:06.07,00:09:22.19-00:09:23.36,00:10:29.77-00:10:34.48,00:10:45.96-00:10:47.96,00:10:53.45-00:10:54.46,00:11:35.04-00:11:36.72,00:12:19.79-00:12:24.42,00:13:01.67-00:13:04.12,00:13:09.44-00:13:10.21,00:15:52.37-00:15:55.32,00:15:56.92-00:15:58.58,00:16:16.80-00:16:17.30,00:18:02.58-00:18:03.37,00:18:12.72-00:18:14.42,00:19:27.50-00:19:28.73,00:19:30.01-00:19:31.86,00:19:51.06-00:19:52.59,00:19:54.44-00:19:55.12,00:19:55.71-00:19:56.94,00:20:27.11-00:20:28.06,00:20:44.25-00:20:44.99,00:21:02.52-00:21:03.74","390-484,524-853,1530-1672,2087-2214,2217-2397,2760-2871,3378-3600,3871-4106,4641-4774,4777-4876,4882-4965,5152-5254,5593-5667,6591-6651,6765-6829,6901-7085,8895-9019,9893-9956,11206-11268,11566-11677,11860-11952,17307-17349,17630-17677,17811-17886,18115-18483,18792-18864,20461-20608,22468-22680,23800-24444,23980-24040,24891-25032,26351-26416,28235-28351,28990-29073,29125-29200,30627-30681,31540-31696,32673-32764,33731-33801,37786-38068,38757-38877,39207-39267,41702-41803,44387-44665,46900-47047,47366-47412,57142-57319,57415-57514,58608-58638,64954-65002,65563-65665,70050-70123,70200-70311,71463-71555,71666-71707,71742-71816,73626-73683,74655-74699,75751-75824"
P01_05,What all does he throw,throw,"skin,sausage,plastic,mesh,box","00:05:11.11-00:05:11.67,00:07:12.35-00:07:14.99,00:07:39.24-00:07:41.73,00:10:49.99-00:10:50.68,00:11:56.84-00:11:59.09","18666-18700,25941-26099,27554-27703,38999-39040,43010-43145"
P01_05,What all does he turn,turn,"sausage,sausage,sausage,sausage,sausage,sausage","00:18:19.78-00:18:26.74,00:18:26.84-00:18:30.76,00:18:32.59-00:18:46.99,00:18:47.00-00:18:50.27,00:18:50.37-00:18:53.34,00:18:53.44-00:18:59.76","65986-66404,66410-66645,66755-67619,67620-67816,67822-68000,68006-68385"
P01_05,What all does he turn-off,turn-off,"top,tap,tap,hob","00:02:48.05-00:02:48.92,00:09:41.98-00:09:42.98,00:11:18.77-00:11:19.69,00:19:25.84-00:19:27.73","10083-10135,34918-34978,40726-40781,69950-70063"
P01_05,What all does he turn-on,turn-on,"kettle,hob,tap,candle","00:03:04.18-00:03:05.19,00:05:34.82-00:05:37.70,00:09:27.51-00:09:30.30,00:15:57.86-00:16:07.22","11050-11111,20089-20262,34050-34218,57471-58033"
P01_05,What all does he unfold,unfold,table cloth,00:08:49.55-00:08:51.92,31772-31915
P01_05,What all does he wash,wash,"fruit,fruit,pan,pan","00:10:55.96-00:11:10.07,00:10:58.73-00:11:22.65,00:20:13.29-00:20:19.65,00:20:19.65-00:20:26.73","39357-40204,39523-40959,72797-73179,73179-73603"
P01_06,What all does he close,close,bin,00:00:12.22-00:00:12.95,733-777
P01_06,What all does he dry,dry,hand,00:07:55.41-00:07:59.76,28524-28785
P01_06,What all does he empty,empty,"saucepan,saucepan","00:02:55.10-00:02:56.51,00:04:47.11-00:04:48.36","10506-10590,17226-17301"
P01_06,What all does he fold,fold,tablecloth,00:00:41.88-00:00:49.70,2512-2982
P01_06,What all does he hang,hang,cloth,00:08:00.88-00:08:05.89,28852-29153
P01_06,What all does he hold,hold,plate,00:02:21.00-00:02:22.50,8460-8550
P01_06,What all does he move,move,cutting board,00:00:19.22-00:00:27.56,1153-1653
P01_06,What all does he open,open,"bin,tap","00:00:05.74-00:00:07.10,00:01:02.00-00:01:04.50","344-426,3720-3870"
P01_06,What all does he pour-up,pour-up,liquid,00:00:57.12-00:00:59.27,3427-3556
P01_06,What all does he put,put,"tablecloth,cutting board,glass,pan,colander,saucepan,plate,cutting board,knife,rack,knife,fork","00:00:50.24-00:00:52.03,00:04:02.41-00:04:03.60,00:04:12.59-00:04:14.10,00:04:28.76-00:04:30.01,00:04:45.58-00:04:47.29,00:04:56.67-00:05:00.46,00:05:08.56-00:05:11.57,00:05:19.84-00:05:21.70,00:05:27.03-00:05:28.40,00:05:33.77-00:05:35.13,00:05:38.64-00:05:39.99,00:05:41.40-00:05:42.22","3014-3121,14544-14616,15155-15246,16125-16200,17134-17237,17800-18027,18513-18694,19190-19302,19621-19704,20026-20107,20318-20399,20484-20533"
P01_06,What all does he put-down,put-down,"knife,plate,cutting board,glass,fruit,liquid,fork,spoon,knife,cutting board,tong,knife,glass,pan,pan,colander,saucepan,sponge,sponge","00:00:02.21-00:00:03.28,00:00:14.43-00:00:16.89,00:00:21.11-00:00:22.47,00:00:22.01-00:00:23.44,00:00:30.40-00:00:31.45,00:00:59.45-00:01:01.09,00:01:09.10-00:01:10.12,00:01:13.18-00:01:13.84,00:01:21.01-00:01:22.27,00:01:31.75-00:01:34.15,00:01:47.51-00:01:48.43,00:01:56.17-00:01:57.26,00:02:02.19-00:02:03.29,00:02:27.34-00:02:28.85,00:02:39.70-00:02:40.44,00:02:50.98-00:02:52.27,00:03:13.23-00:03:14.26,00:03:26.82-00:03:27.33,00:06:03.00-00:06:03.72","132-196,865-1013,1266-1348,1320-1406,1824-1887,3567-3665,4146-4207,4390-4430,4860-4936,5505-5649,6450-6505,6970-7035,7331-7397,8840-8931,9582-9626,10258-10336,11593-11655,12409-12439,21780-21823"
P01_06,What all does he rinse,rinse,"plate,cutting board,cutting board,glass,pan,colander,saucepan,plate,cutting board,knife,tong,knife,fork,spoon,cloth,cloth,cloth","00:02:05.08-00:02:07.32,00:03:34.40-00:03:47.00,00:03:46.96-00:04:00.53,00:04:07.47-00:04:12.75,00:04:14.20-00:04:28.66,00:04:30.11-00:04:45.51,00:04:48.46-00:04:57.54,00:04:59.91-00:05:08.63,00:05:11.67-00:05:19.90,00:05:21.80-00:05:26.93,00:05:28.08-00:05:33.71,00:05:34.88-00:05:38.91,00:05:39.69-00:05:41.18,00:05:41.98-00:05:43.47,00:06:03.88-00:06:05.49,00:06:48.53-00:06:50.99,00:07:26.65-00:07:28.65","7504-7639,12864-13620,13617-14431,14848-15165,15252-16119,16206-17130,17307-17852,17994-18517,18700-19194,19308-19615,19684-20022,20092-20334,20381-20470,20518-20608,21832-21929,24511-24659,26799-26919"
P01_06,What all does he shake,shake,tablecloth,00:00:37.33-00:00:40.09,2239-2405
P01_06,What all does he squeeze,squeeze,"sponge,sponge,cloth,cloth","00:05:45.07-00:05:52.28,00:05:47.07-00:06:00.01,00:06:31.19-00:06:33.19,00:07:49.58-00:07:53.21","20704-21136,20824-21600,23471-23591,28174-28392"
P01_06,What all does he take,take,"plate,cutting board,fruit,tablecloth,sponge,fork,spoon,knife,cutting board,tong,knife,glass,plate,plate,pan,colander,saucepan,colander,glass,sponge,cloth,bottle","00:00:00.57-00:00:01.53,00:00:17.67-00:00:20.03,00:00:28.69-00:00:30.69,00:00:32.62-00:00:36.86,00:00:55.41-00:00:56.22,00:01:00.90-00:01:02.09,00:01:10.18-00:01:10.72,00:01:13.82-00:01:15.07,00:01:21.96-00:01:22.78,00:01:34.27-00:01:34.99,00:01:48.53-00:01:49.73,00:01:58.06-00:01:58.84,00:02:03.33-00:02:04.65,00:02:03.72-00:02:04.83,00:02:23.25-00:02:25.85,00:02:40.29-00:02:41.61,00:02:51.83-00:02:55.01,00:03:14.97-00:03:16.17,00:04:04.46-00:04:08.17,00:05:44.05-00:05:45.00,00:06:00.90-00:06:01.80,00:08:07.60-00:08:08.79","34-91,1060-1201,1721-1841,1957-2211,3324-3373,3654-3725,4210-4243,4429-4504,4917-4966,5656-5699,6511-6583,7083-7130,7399-7479,7423-7489,8595-8751,9617-9696,10309-10500,11698-11770,14667-14890,20643-20700,21654-21708,29256-29327"
P01_06,What all does he throw,throw,leftover,00:00:07.23-00:00:11.85,433-711
P01_06,What all does he turn-off,turn-off,"tap,tap,tap,tap","00:06:05.22-00:06:06.21,00:06:47.09-00:06:48.44,00:06:50.64-00:06:52.20,00:07:49.24-00:07:50.26","21913-21972,24425-24506,24638-24732,28154-28215"
P01_06,What all does he turn-on,turn-on,"tap,tap,tap,tap","00:02:04.49-00:02:05.39,00:03:30.01-00:03:32.31,00:03:33.52-00:03:34.60,00:07:25.69-00:07:26.79","7469-7523,12600-12738,12811-12876,26741-26807"
P01_06,What all does he wash,wash,"fork,spoon,knife,cutting board,tong,knife,glass,plate,plate,pan,pan,pan,colander,saucepan,cutting board,sink","00:01:04.46-00:01:09.25,00:01:10.82-00:01:13.12,00:01:15.11-00:01:20.95,00:01:23.34-00:01:30.90,00:01:34.90-00:01:47.44,00:01:50.33-00:01:56.68,00:01:58.90-00:02:01.98,00:02:07.45-00:02:18.05,00:02:18.50-00:02:20.90,00:02:24.77-00:02:27.50,00:02:28.63-00:02:34.04,00:02:33.57-00:02:39.67,00:02:41.69-00:02:50.88,00:02:54.76-00:03:13.15,00:03:17.34-00:03:26.72,00:07:28.75-00:07:49.25","3867-4155,4249-4387,4506-4857,5000-5454,5694-6446,6619-7000,7134-7318,7647-8283,8310-8454,8686-8850,8917-9242,9214-9580,9701-10252,10485-11589,11840-12403,26925-28155"
P01_06,What all does he wipe,wipe,"counter,sink,sink,sink,sink,cooker,cooker,counter","00:06:09.93-00:06:21.00,00:06:21.10-00:06:28.50,00:06:29.44-00:06:31.09,00:06:33.29-00:06:39.89,00:06:39.99-00:06:46.54,00:06:54.74-00:07:21.39,00:07:02.00-00:07:23.25,00:07:23.29-00:07:25.15","22195-22860,22866-23310,23366-23465,23597-23993,23999-24392,24884-26483,25320-26595,26597-26709"
P01_07,What all does he adjust,adjust,light,00:00:01.45-00:00:02.73,87-163
P01_07,What all does he close,close,"door,cupboard,cupboard,cupboard,cupboard,cupboard,fridge,soy milk,fridge,cupboard","00:00:03.36-00:00:04.90,00:00:56.05-00:00:57.11,00:01:03.95-00:01:04.79,00:01:21.01-00:01:23.65,00:01:29.11-00:01:30.37,00:01:29.11-00:01:30.26,00:01:44.79-00:01:46.04,00:01:57.70-00:02:00.98,00:02:03.65-00:02:05.26,00:02:12.80-00:02:14.21","201-294,3363-3426,3837-3887,4860-5019,5346-5422,5346-5415,6287-6362,7062-7258,7419-7515,7968-8052"
P01_07,What all does he lay,lay,table cloth,00:00:34.19-00:00:37.71,2051-2262
P01_07,What all does he open,open,"drawer,cupboard,cupboard,cupboard,cupboard,fridge,soy milk,fridge,cupboard,cereal box","00:00:21.04-00:00:22.10,00:00:49.21-00:00:50.59,00:00:59.45-00:01:00.43,00:01:11.68-00:01:15.00,00:01:32.42-00:01:33.75,00:01:42.29-00:01:43.87,00:01:50.61-00:01:52.48,00:02:01.92-00:02:02.71,00:02:08.26-00:02:09.52,00:02:17.54-00:02:20.16","1262-1326,2952-3035,3567-3625,4300-4500,5545-5625,6137-6232,6636-6748,7315-7362,7695-7771,8252-8409"
